,50+,Points,FGA,Week,XPM,XPA,Year,Away Games,FGM,Name,Opponent,Position
3132,128.0,410338673.0,16384.0,1,1.0,1.0,2016,0.0,16384.0,Dan Bailey,Giants,K
3133,1.0,170859375.0,279936.0,1,1.0,128.0,2016,1.0,16384.0,Blair Walsh,Titans,K
3134,1.0,62748517.0,2187.0,1,128.0,128.0,2016,0.0,2187.0,Jason Myers,Packers,K
3135,1.0,62748517.0,2187.0,1,128.0,128.0,2016,1.0,2187.0,Stephen Gostkowski,Cardinals,K
3136,1.0,19487171.0,128.0,1,2187.0,2187.0,2016,0.0,128.0,Adam Vinatieri,Lions,K
3137,0.0,19487171.0,16384.0,1,128.0,128.0,2016,1.0,2187.0,Mike Nugent,Jets,K
3138,0.0,19487171.0,2187.0,1,128.0,128.0,2016,0.0,2187.0,Nick Novak,Bears,K
3139,0.0,10000000.0,16384.0,1,16384.0,16384.0,2016,0.0,128.0,Wil Lutz,Raiders,K
3140,0.0,10000000.0,2187.0,1,1.0,1.0,2016,0.0,2187.0,Dustin Hopkins,Steelers,K
3141,0.0,10000000.0,16384.0,1,1.0,128.0,2016,0.0,2187.0,Nick Folk,Bengals,K
3142,0.0,10000000.0,2187.0,1,1.0,1.0,2016,0.0,2187.0,Matt Bryant,Buccaneers,K
3143,1.0,4782969.0,128.0,1,1.0,1.0,2016,0.0,128.0,Justin Tucker,Bills,K
3144,0.0,4782969.0,2187.0,1,2187.0,2187.0,2016,0.0,128.0,Caleb Sturgis,Browns,K
3145,0.0,4782969.0,128.0,1,2187.0,2187.0,2016,0.0,128.0,Cairo Santos,Chargers,K
3146,0.0,4782969.0,2187.0,1,2187.0,2187.0,2016,1.0,128.0,Josh Lambo,Chiefs,K
3147,0.0,4782969.0,128.0,1,2187.0,2187.0,2016,1.0,128.0,Mason Crosby,Jaguars,K
3148,0.0,2097152.0,2187.0,1,128.0,128.0,2016,1.0,128.0,Graham Gano,Broncos,K
3149,0.0,2097152.0,1.0,1,78125.0,78125.0,2016,1.0,1.0,Chris Boswell,Redskins,K
3150,0.0,823543.0,1.0,1,16384.0,78125.0,2016,1.0,1.0,Matt Prater,Colts,K
3151,0.0,823543.0,128.0,1,1.0,1.0,2016,1.0,128.0,Sebastian Janikowski,Saints,K
3152,0.0,823543.0,1.0,1,16384.0,16384.0,2016,1.0,1.0,Roberto Aguayo,Falcons,K
3153,0.0,279936.0,128.0,1,0.0,1.0,2016,0.0,128.0,Stephen Hauschka,Dolphins,K
3154,0.0,16384.0,1.0,1,1.0,1.0,2016,0.0,1.0,Ryan Succop,Min,K
3155,0.0,16384.0,1.0,1,1.0,1.0,2016,1.0,1.0,Patrick Murray,Eagles,K
3156,0.0,16384.0,128.0,1,1.0,1.0,2016,1.0,1.0,Andrew Franks,Seahawks,K
3157,0.0,16384.0,0.0,1,16384.0,16384.0,2016,0.0,0.0,Phil Dawson,LA,K
3158,0.0,2187.0,0.0,1,2187.0,2187.0,2016,0.0,0.0,Brandon McManus,Panthers,K
3159,0.0,2187.0,1.0,1,2187.0,2187.0,2016,0.0,0.0,Chandler Catanzaro,Patriots,K
3160,0.0,128.0,0.0,1,128.0,2187.0,2016,1.0,0.0,Randy Bullock,Cowboys,K
3161,0.0,128.0,0.0,1,128.0,128.0,2016,1.0,0.0,Connor Barth,Texans,K
3162,0.0,1.0,1.0,1,1.0,1.0,2016,1.0,0.0,Dan Carpenter,Ravens,K
3163,0.0,268435456.0,16384.0,2,16384.0,78125.0,2016,0.0,16384.0,Graham Gano,49ers,K
3164,1.0,105413504.0,16384.0,2,0.0,0.0,2016,1.0,16384.0,Cairo Santos,Texans,K
3165,0.0,105413504.0,78125.0,2,128.0,128.0,2016,0.0,16384.0,Brandon McManus,Colts,K
3166,1.0,62748517.0,2187.0,2,128.0,128.0,2016,1.0,2187.0,Justin Tucker,Browns,K
3167,1.0,62748517.0,2187.0,2,128.0,2187.0,2016,1.0,2187.0,Caleb Sturgis,Bears,K
3168,0.0,62748517.0,78125.0,2,1.0,1.0,2016,0.0,16384.0,Nick Novak,Chiefs,K
3169,0.0,62748517.0,2187.0,2,16384.0,16384.0,2016,1.0,2187.0,Nick Folk,Bills,K
3170,0.0,19487171.0,2187.0,2,128.0,128.0,2016,0.0,2187.0,Dustin Hopkins,Cowboys,K
3171,1.0,10000000.0,128.0,2,128.0,128.0,2016,1.0,128.0,Adam Vinatieri,Broncos,K
3172,0.0,10000000.0,2187.0,2,1.0,1.0,2016,1.0,2187.0,Mike Nugent,Steelers,K
3173,0.0,10000000.0,128.0,2,16384.0,78125.0,2016,0.0,128.0,Chandler Catanzaro,Buccaneers,K
3174,0.0,10000000.0,16384.0,2,1.0,1.0,2016,0.0,2187.0,Josh Brown,Saints,K
3175,0.0,4782969.0,2187.0,2,0.0,0.0,2016,0.0,2187.0,Greg Zuerlein,Seahawks,K
3176,0.0,4782969.0,128.0,2,2187.0,2187.0,2016,1.0,128.0,Phil Dawson,Panthers,K
3177,0.0,4782969.0,128.0,2,2187.0,2187.0,2016,1.0,128.0,Matt Bryant,Raiders,K
3178,0.0,4782969.0,128.0,2,2187.0,2187.0,2016,1.0,128.0,Dan Bailey,Redskins,K
3179,0.0,2097152.0,1.0,2,78125.0,78125.0,2016,0.0,1.0,Josh Lambo,Jaguars,K
