,50+,Points,FGA,Week,XPM,XPA,Year,Away Games,FGM,Name,Opponent,Position
2609,1.0,4096.0,64.0,1,8.0,8.0,2012,0.0,64.0,Blair Walsh,Jaguars,K
2610,0.0,4096.0,125.0,1,1.0,1.0,2012,1.0,125.0,Nate Kaeding,Raiders,K
2611,0.0,4096.0,64.0,1,64.0,64.0,2012,1.0,64.0,Billy Cundiff,Saints,K
2612,0.0,4096.0,64.0,1,64.0,64.0,2012,1.0,64.0,Matt Bryant,Chiefs,K
2613,0.0,2744.0,27.0,1,125.0,125.0,2012,0.0,27.0,Justin Tucker,Bengals,K
2614,1.0,2744.0,27.0,1,27.0,27.0,2012,1.0,27.0,David Akers,Packers,K
2615,0.0,1728.0,64.0,1,27.0,27.0,2012,0.0,27.0,Shayne Graham,Dolphins,K
2616,0.0,1728.0,8.0,1,216.0,216.0,2012,0.0,8.0,Nick Folk,Bills,K
2617,0.0,1331.0,27.0,1,8.0,8.0,2012,1.0,27.0,Greg Zuerlein,Lions,K
2618,0.0,1331.0,8.0,1,125.0,125.0,2012,0.0,8.0,Robbie Gould,Colts,K
2619,0.0,1000.0,64.0,1,1.0,1.0,2012,1.0,27.0,Stephen Hauschka,Cardinals,K
2620,0.0,1000.0,8.0,1,64.0,64.0,2012,1.0,8.0,Stephen Gostkowski,Titans,K
2621,0.0,1000.0,27.0,1,1.0,1.0,2012,0.0,27.0,Phil Dawson,Eagles,K
2622,0.0,1000.0,27.0,1,1.0,1.0,2012,0.0,27.0,Connor Barth,Panthers,K
2623,0.0,729.0,27.0,1,0.0,1.0,2012,1.0,27.0,Josh Scobee,Min,K
2624,0.0,729.0,8.0,1,27.0,27.0,2012,0.0,8.0,Jason Hanson,Rams,K
2625,1.0,512.0,8.0,1,0.0,0.0,2012,0.0,8.0,Sebastian Janikowski,Chargers,K
2626,0.0,512.0,8.0,1,8.0,8.0,2012,0.0,8.0,Jay Feely,Seahawks,K
2627,0.0,343.0,8.0,1,1.0,1.0,2012,1.0,8.0,Shaun Suisham,Broncos,K
2628,0.0,343.0,8.0,1,1.0,1.0,2012,1.0,8.0,Mike Nugent,Ravens,K
2629,0.0,343.0,8.0,1,1.0,1.0,2012,0.0,8.0,Rob Bironas,Patriots,K
2630,0.0,216.0,8.0,1,27.0,27.0,2012,0.0,1.0,Ryan Succop,Falcons,K
2631,0.0,216.0,1.0,1,27.0,27.0,2012,0.0,1.0,Garrett Hartley,Redskins,K
2632,0.0,216.0,1.0,1,27.0,27.0,2012,1.0,1.0,Dan Bailey,Giants,K
2633,0.0,125.0,1.0,1,8.0,8.0,2012,0.0,1.0,Lawrence Tynes,Cowboys,K
2634,0.0,125.0,1.0,1,8.0,8.0,2012,0.0,1.0,Matt Prater,Steelers,K
2635,0.0,125.0,8.0,1,8.0,8.0,2012,1.0,1.0,Alex Henery,Browns,K
2636,0.0,64.0,1.0,1,1.0,1.0,2012,1.0,1.0,Justin Medlock,Buccaneers,K
2637,0.0,64.0,0.0,1,64.0,64.0,2012,1.0,0.0,Rian Lindell,Jets,K
2638,0.0,64.0,1.0,1,1.0,1.0,2012,1.0,1.0,Dan Carpenter,Texans,K
2639,0.0,27.0,1.0,1,27.0,27.0,2012,1.0,0.0,Adam Vinatieri,Bears,K
2640,0.0,8.0,0.0,1,8.0,8.0,2012,0.0,0.0,Mason Crosby,49ers,K
2641,0.0,0.0,0.0,1,0.0,0.0,2012,0.0,0.0,Shane Lechler,Chargers,K
2642,8.0,4096.0,125.0,2,0.0,0.0,2012,0.0,64.0,Stephen Gostkowski,Cardinals,K
2643,0.0,3375.0,64.0,2,27.0,27.0,2012,0.0,64.0,Lawrence Tynes,Buccaneers,K
2644,8.0,3375.0,27.0,2,8.0,8.0,2012,1.0,27.0,Justin Tucker,Eagles,K
2645,1.0,2197.0,27.0,2,8.0,8.0,2012,0.0,27.0,Adam Vinatieri,Min,K
2646,0.0,2197.0,125.0,2,1.0,1.0,2012,1.0,64.0,Jason Hanson,49ers,K
2647,1.0,2197.0,27.0,2,8.0,8.0,2012,0.0,27.0,Mason Crosby,Bears,K
2648,1.0,1728.0,8.0,2,64.0,64.0,2012,1.0,8.0,Connor Barth,Giants,K
2649,0.0,1331.0,27.0,2,8.0,8.0,2012,0.0,27.0,Greg Zuerlein,Redskins,K
2650,1.0,1331.0,8.0,2,27.0,27.0,2012,1.0,8.0,Garrett Hartley,Panthers,K
2651,1.0,1331.0,8.0,2,27.0,27.0,2012,1.0,8.0,Phil Dawson,Bengals,K
