,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,1,1,0,0,Tyreek Hill,Patriots,0,0,0,0,0,0,19.0,WR,0,1,133,7,0,2,0,5,1,2017,18,18,0,1,0,Chiefs,352,42,5.0,DST,185,3.0,0,Patriots,537,0
1,152,152,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,4.0,WR,0,0,43,4,0,1,0,6,2,2017,35,35,0,1,1,Eagles,299,20,14.0,DST,107,6.0,0,Chiefs,406,0
2,238,238,0,0,Tyreek Hill,Chargers,0,0,0,0,0,0,14.0,WR,0,1,77,5,0,3,0,13,3,2017,79,79,0,0,0,Chiefs,122,24,6.0,DST,189,5.0,0,Chargers,311,0
3,408,408,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,35,5,0,0,0,0,4,2017,103,103,0,1,0,Redskins,220,20,12.0,DST,111,0.0,0,Chiefs,331,1
4,488,488,0,0,Tyreek Hill,Texans,0,0,0,0,0,0,6.0,WR,0,0,68,4,0,0,0,0,5,2017,152,152,0,0,0,Chiefs,323,42,1.0,DST,127,1.0,0,Texans,450,0
5,614,614,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,34,5,0,1,0,-9,6,2017,170,170,0,0,1,Steelers,245,19,7.0,DST,194,1.0,0,Chiefs,439,0
6,666,666,0,0,Tyreek Hill,Raiders,0,0,0,0,0,0,18.0,WR,0,1,125,6,0,2,0,7,7,2017,209,209,0,0,0,Chiefs,331,30,1.0,DST,94,1.0,0,Raiders,425,0
7,837,837,0,0,Tyreek Hill,Chiefs,0,1,0,1,0,0,1.0,WR,0,0,38,2,0,0,0,0,8,2017,213,213,0,2,3,Broncos,187,19,23.0,DST,177,3.0,0,Chiefs,364,1
8,876,876,0,0,Tyreek Hill,Cowboys,0,0,0,0,0,0,12.0,WR,0,1,64,2,0,4,0,9,9,2017,251,251,0,0,1,Chiefs,255,17,8.0,DST,68,2.0,0,Cowboys,323,0
9,1097,1097,0,0,Tyreek Hill,Giants,0,0,0,0,0,0,7.0,WR,0,0,68,7,0,1,0,16,11,2017,298,298,0,0,3,Chiefs,229,9,14.0,DST,134,1.0,0,Giants,363,0
10,1219,1219,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,5.0,WR,0,0,41,7,0,2,0,13,12,2017,342,342,0,0,0,Bills,164,16,6.0,DST,104,2.0,0,Chiefs,268,0
11,1290,1290,0,0,Tyreek Hill,Jets,0,0,0,0,0,0,30.0,WR,0,2,185,6,0,0,0,0,13,2017,379,379,0,0,0,Chiefs,362,31,2.0,DST,112,2.0,0,Jets,474,0
