,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1044,2.0,1.0,2.0,2.0,Mason Crosby,Eagles,11.0,K,1,3.0,3.0,2010.0,1.0
1084,2.0,1.0,2.0,2.0,Mason Crosby,Bills,11.0,K,2,3.0,3.0,2010.0,1.0
1137,22.0,0.5,2.0,2.0,Mason Crosby,Bears,10.5,K,3,3.5,3.5,2010.0,0.5
1162,46.333333333333336,0.3333333333333333,2.0,1.6666666666666667,Mason Crosby,Lions,8.666666666666666,K,4,3.0,3.0,2010.0,0.6666666666666666
1184,64.75,0.25,1.5,1.25,Mason Crosby,Redskins,7.5,K,5,3.25,3.25,2010.0,0.5
1210,80.2,0.4,2.0,1.4,Mason Crosby,Dolphins,7.8,K,6,2.8,2.8,2010.0,0.6
1256,94.83333333333333,0.3333333333333333,2.0,1.5,Mason Crosby,Min,7.833333333333333,K,7,2.6666666666666665,2.6666666666666665,2010.0,0.5
1262,111.85714285714286,0.2857142857142857,1.7142857142857142,1.2857142857142858,Mason Crosby,Jets,7.285714285714286,K,8,2.857142857142857,2.857142857142857,2010.0,0.42857142857142855
1296,125.375,0.25,2.0,1.5,Mason Crosby,Cowboys,7.5,K,9,2.5,2.5,2010.0,0.5
1357,139.66666666666666,0.2222222222222222,2.0,1.4444444444444444,Mason Crosby,Min,7.666666666666667,K,11,2.888888888888889,2.888888888888889,2010.0,0.4444444444444444
1399,157.2,0.2,1.9,1.4,Mason Crosby,Falcons,7.6,K,12,3.0,3.0,2010.0,0.5
1410,175.36363636363637,0.18181818181818182,1.8181818181818181,1.3636363636363635,Mason Crosby,49ers,7.363636363636363,K,13,2.909090909090909,2.909090909090909,2010.0,0.5454545454545454
1463,191.41666666666666,0.16666666666666666,1.9166666666666667,1.4166666666666667,Mason Crosby,Lions,7.583333333333333,K,14,3.0,3.0,2010.0,0.5
1480,209.07692307692307,0.15384615384615385,1.8461538461538463,1.3846153846153846,Mason Crosby,Patriots,7.230769230769231,K,15,2.769230769230769,2.769230769230769,2010.0,0.5384615384615384
1510,225.42857142857142,0.14285714285714285,1.8571428571428572,1.4285714285714286,Mason Crosby,Giants,7.357142857142857,K,16,2.7857142857142856,2.7857142857142856,2010.0,0.5714285714285714
1555,241.6,0.13333333333333333,1.8,1.4,Mason Crosby,Bears,7.466666666666667,K,17,3.0,3.0,2010.0,0.5333333333333333
1581,17.0,0.0,0.0,0.0,Mason Crosby,Saints,6.0,K,1,6.0,6.0,2011.0,0.0
