,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
52,52,52.0,0.0,0.0,0.0,Chargers,323.0,17.0,5.0,DST,44.0,1.0,0.0,Dolphins,367.0,0.0,2,2017.0
75,75,52.0,0.0,0.0,0.0,Jets,323.0,17.0,5.0,DST,44.0,1.0,0.0,Dolphins,367.0,0.0,3,2017.0
114,114,63.5,0.0,0.5,0.0,Saints,278.0,18.5,6.5,DST,73.5,1.5,0.0,Dolphins,351.5,0.0,4,2017.0
127,127,80.33333333333333,0.0,0.3333333333333333,0.0,Titans,272.3333333333333,19.0,6.0,DST,77.66666666666667,1.3333333333333333,0.0,Dolphins,350.0,0.0,5,2017.0
169,169,92.0,0.0,0.75,0.0,Falcons,234.0,16.75,10.25,DST,75.5,2.5,0.0,Dolphins,309.5,0.25,6,2017.0
196,196,107.4,0.0,0.6,0.2,Jets,235.0,16.8,9.8,DST,80.4,2.4,0.0,Dolphins,315.4,0.2,7,2017.0
236,236,122.16666666666667,0.0,0.6666666666666666,0.3333333333333333,Ravens,225.83333333333334,18.666666666666668,9.333333333333334,DST,82.33333333333333,2.5,0.0,Dolphins,308.1666666666667,0.16666666666666666,8,2017.0
257,257,138.42857142857142,0.14285714285714285,0.5714285714285714,0.2857142857142857,Raiders,210.85714285714286,21.714285714285715,8.285714285714286,DST,95.42857142857143,2.142857142857143,0.0,Dolphins,306.2857142857143,0.14285714285714285,9,2017.0
291,291,153.25,0.125,0.625,0.375,Panthers,221.375,22.375,8.0,DST,94.0,2.0,0.0,Dolphins,315.375,0.125,10,2017.0
317,317,168.55555555555554,0.1111111111111111,0.5555555555555556,0.3333333333333333,Buccaneers,225.0,24.88888888888889,7.111111111111111,DST,116.22222222222223,1.7777777777777777,0.0,Dolphins,341.22222222222223,0.1111111111111111,11,2017.0
331,331,183.4,0.1,0.5,0.3,Patriots,229.3,25.4,6.5,DST,109.9,1.7,0.0,Dolphins,339.2,0.1,12,2017.0
352,352,196.8181818181818,0.09090909090909091,0.5454545454545454,0.36363636363636365,Broncos,228.54545454545453,26.272727272727273,6.909090909090909,DST,117.72727272727273,1.6363636363636365,0.0,Dolphins,346.27272727272725,0.18181818181818182,13,2017.0
