,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
11,11,11.0,0.0,2.0,2.0,Stephen Gostkowski,Patriots,9.0,K,1,3.0,3.0,2017.0
35,35,11.0,0.0,2.0,2.0,Stephen Gostkowski,Saints,9.0,K,2,3.0,3.0,2017.0
90,90,23.0,0.0,2.5,2.5,Stephen Gostkowski,Patriots,10.5,K,3,3.5,3.0,2017.0
102,102,45.333333333333336,0.0,1.6666666666666667,1.6666666666666667,Stephen Gostkowski,Patriots,8.333333333333334,K,4,3.6666666666666665,3.3333333333333335,2017.0
132,132,59.5,0.25,2.0,2.0,Stephen Gostkowski,Buccaneers,9.75,K,5,3.5,3.25,2017.0
176,176,74.0,0.2,2.4,2.4,Stephen Gostkowski,Jets,10.4,K,6,3.0,2.8,2017.0
197,197,91.0,0.16666666666666666,2.3333333333333335,2.1666666666666665,Stephen Gostkowski,Patriots,9.666666666666666,K,7,3.0,2.8333333333333335,2017.0
220,220,106.14285714285714,0.14285714285714285,2.4285714285714284,2.2857142857142856,Stephen Gostkowski,Patriots,9.857142857142858,K,8,2.857142857142857,2.7142857142857144,2017.0
273,273,120.375,0.125,2.875,2.5,Stephen Gostkowski,Broncos,10.25,K,10,2.625,2.5,2017.0
298,298,137.33333333333334,0.1111111111111111,2.7777777777777777,2.4444444444444446,Stephen Gostkowski,Raiders,10.333333333333334,K,11,2.888888888888889,2.7777777777777777,2017.0
348,348,153.4,0.3,2.9,2.6,Stephen Gostkowski,Patriots,11.2,K,12,2.9,2.8,2017.0
361,361,171.0909090909091,0.2727272727272727,2.6363636363636362,2.3636363636363638,Stephen Gostkowski,Bills,10.636363636363637,K,13,3.090909090909091,3.0,2017.0
