,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
11,11,11,0,2,2,Stephen Gostkowski,Patriots,9.0,K,1,3,3,2017
35,35,35,0,3,3,Stephen Gostkowski,Saints,12.0,K,2,4,3,2017
90,90,90,0,0,0,Stephen Gostkowski,Patriots,4.0,K,3,4,4,2017
102,102,102,1,3,3,Stephen Gostkowski,Patriots,14.0,K,4,3,3,2017
132,132,132,0,4,4,Stephen Gostkowski,Buccaneers,13.0,K,5,1,1,2017
176,176,176,0,2,1,Stephen Gostkowski,Jets,6.0,K,6,3,3,2017
197,197,197,0,3,3,Stephen Gostkowski,Patriots,11.0,K,7,2,2,2017
220,220,220,0,6,4,Stephen Gostkowski,Patriots,13.0,K,8,1,1,2017
273,273,273,0,2,2,Stephen Gostkowski,Broncos,11.0,K,10,5,5,2017
298,298,298,2,4,4,Stephen Gostkowski,Raiders,19.0,K,11,3,3,2017
348,348,348,0,0,0,Stephen Gostkowski,Patriots,5.0,K,12,5,5,2017
361,361,361,1,3,3,Stephen Gostkowski,Bills,13.0,K,13,2,2,2017
