,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
2055,2012,1,Bears,0,2,3,Colts,293,21,14.0,DST,63,3.0,0,356,0,0
2092,2012,2,Bears,0,1,1,Packers,215,23,10.0,DST,106,5.0,0,321,0,1
2113,2012,3,Bears,0,0,2,Rams,101,6,26.0,DST,59,6.0,0,160,1,0
2145,2012,4,Bears,0,0,5,Cowboys,389,18,27.0,DST,41,1.0,0,430,2,1
2174,2012,5,Bears,0,1,2,Jaguars,129,3,31.0,DST,60,3.0,0,189,2,1
2232,2012,7,Bears,0,3,1,Lions,243,7,18.0,DST,97,3.0,0,340,0,0
2262,2012,8,Bears,0,0,2,Panthers,297,22,13.0,DST,119,2.0,0,416,1,0
2284,2012,9,Bears,1,4,1,Titans,180,20,30.0,DST,159,2.0,0,339,2,1
2322,2012,10,Bears,0,0,2,Texans,88,13,12.0,DST,127,1.0,0,215,0,0
2363,2012,11,Bears,0,0,0,49ers,232,32,2.0,DST,121,2.0,0,353,0,1
2372,2012,12,Bears,1,2,1,Min,144,10,17.0,DST,114,2.0,0,258,0,0
2422,2012,13,Bears,0,1,0,Seahawks,283,23,5.0,DST,176,2.0,0,459,0,0
2457,2012,14,Bears,0,0,1,Min,77,21,4.0,DST,171,1.0,0,248,0,1
2481,2012,15,Bears,0,2,0,Packers,278,21,8.0,DST,113,3.0,0,391,0,0
2496,2012,16,Bears,0,1,2,Cardinals,219,13,29.0,DST,29,4.0,0,248,2,1
2537,2012,17,Bears,0,3,1,Lions,255,24,10.0,DST,72,1.0,0,327,0,1
