,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,21,1,2,1,Rian Lindell,Dolphins,6.0,K,1,1,1,2010,0,Dolphins,0,0,0,Bills,116,10,12.0,DST,50,3.0,1,166,0,1
1,64,0,0,0,Rian Lindell,Packers,1.0,K,2,1,1,2010,1,Packers,0,0,2,Bills,62,7,15.0,DST,124,4.0,0,186,0,0
2,70,0,4,3,Rian Lindell,Patriots,12.0,K,3,3,3,2010,1,Patriots,0,0,2,Bills,240,30,5.0,DST,134,1.0,0,374,0,0
3,125,0,0,0,Rian Lindell,Jets,2.0,K,4,2,2,2010,0,Jets,0,2,0,Bills,109,14,11.0,DST,114,3.0,0,223,0,1
4,145,0,2,2,Rian Lindell,Jaguars,8.0,K,5,2,2,2010,0,Jaguars,0,0,0,Bills,196,26,4.0,DST,110,3.0,0,306,0,1
5,196,1,2,2,Rian Lindell,Ravens,12.0,K,7,4,4,2010,1,Ravens,0,2,2,Bills,382,34,9.0,DST,132,1.0,0,514,0,0
6,237,0,2,1,Rian Lindell,Chiefs,4.0,K,8,1,1,2010,1,Chiefs,0,0,1,Bills,191,10,12.0,DST,137,3.0,0,328,0,0
7,267,0,0,0,Rian Lindell,Bears,1.0,K,9,2,1,2010,0,Bears,1,1,2,Bills,294,19,13.0,DST,46,1.0,0,340,0,1
8,298,0,1,0,Rian Lindell,Lions,2.0,K,10,2,2,2010,0,Lions,0,1,0,Bills,139,14,7.0,DST,149,1.0,0,288,0,1
9,311,0,1,0,Rian Lindell,Bengals,7.0,K,11,7,7,2010,1,Bengals,0,0,2,Bills,308,49,11.0,DST,141,1.0,0,449,1,0
10,339,0,3,3,Rian Lindell,Steelers,10.0,K,12,1,1,2010,0,Steelers,0,1,1,Bills,255,16,10.0,DST,74,2.0,0,329,0,1
11,404,0,2,2,Rian Lindell,Browns,7.0,K,14,1,1,2010,0,Browns,0,1,0,Bills,131,13,11.0,DST,192,2.0,0,323,0,1
12,451,0,1,1,Rian Lindell,Dolphins,5.0,K,15,2,2,2010,1,Dolphins,0,0,1,Bills,211,17,8.0,DST,71,2.0,0,282,0,0
13,484,0,1,1,Rian Lindell,Patriots,3.0,K,16,0,0,2010,0,Patriots,0,4,3,Bills,244,3,27.0,DST,125,3.0,0,369,0,1
14,519,0,0,0,Rian Lindell,Jets,1.0,K,17,1,1,2010,1,Jets,0,2,4,Bills,125,7,28.0,DST,37,3.0,0,162,1,0
