,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
58,58,58,0,0,Adrian Peterson,Vikings,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,6,0,18,1,2017
138,138,138,0,0,Adrian Peterson,Saints,0,0,0,0,0,0,2.0,RB,0,0,0,0,0,8,0,26,2,2017
213,213,213,0,0,Adrian Peterson,Panthers,0,0,0,0,0,0,3.0,RB,0,0,4,2,0,9,0,33,3,2017
347,347,347,0,0,Adrian Peterson,Dolphins,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,4,0,4,4,2017
435,435,435,0,0,Adrian Peterson,Cardinals,0,0,0,0,0,0,25.0,RB,0,0,0,0,0,26,2,134,6,2017
552,552,552,0,0,Adrian Peterson,Rams,0,0,0,0,0,0,3.0,RB,0,0,12,1,0,11,0,21,7,2017
667,667,667,0,1,Adrian Peterson,49ers,0,0,0,0,0,0,14.0,RB,0,0,8,2,0,37,0,159,9,2017
787,787,787,0,1,Adrian Peterson,Cardinals,0,0,0,0,0,0,2.0,RB,0,0,13,1,0,21,0,29,10,2017
856,856,856,0,0,Adrian Peterson,Texans,0,0,0,0,0,0,3.0,RB,0,0,13,1,0,14,0,26,11,2017
914,914,914,0,0,Adrian Peterson,Cardinals,0,0,0,0,0,0,9.0,RB,0,0,20,4,0,20,0,79,12,2017
