,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1564,2011,1,Chiefs,0,0,1,Bills,201,41,3.0,DST,163,1.0,0,364,0,0
1598,2011,2,Chiefs,0,0,1,Lions,322,48,2.0,DST,89,0.0,0,411,0,1
1615,2011,3,Chiefs,0,0,2,Chargers,258,20,10.0,DST,117,2.0,0,375,0,1
1647,2011,4,Chiefs,0,0,1,Min,190,17,8.0,DST,151,2.0,0,341,0,0
1689,2011,5,Chiefs,0,0,0,Colts,277,24,1.0,DST,78,0.0,0,355,0,1
1716,2011,7,Chiefs,0,0,6,Raiders,167,0,35.0,DST,155,1.0,0,322,2,1
1747,2011,8,Chiefs,0,2,2,Chargers,345,20,15.0,DST,102,3.0,0,447,0,0
1795,2011,9,Chiefs,0,0,0,Dolphins,244,31,0.0,DST,107,0.0,0,351,0,0
1820,2011,10,Chiefs,0,0,0,Broncos,69,17,4.0,DST,244,0.0,0,313,0,0
1849,2011,11,Chiefs,0,1,0,Patriots,223,34,5.0,DST,157,3.0,0,380,0,1
1865,2011,12,Chiefs,0,1,1,Steelers,182,13,12.0,DST,108,1.0,0,290,0,0
1888,2011,13,Chiefs,0,0,3,Bears,88,3,23.0,DST,93,7.0,0,181,0,1
1945,2011,14,Chiefs,0,1,0,Jets,155,37,5.0,DST,159,3.0,0,314,0,1
1974,2011,15,Chiefs,0,0,0,Packers,213,14,8.0,DST,102,4.0,0,315,0,0
2000,2011,16,Chiefs,0,0,2,Raiders,237,16,8.0,DST,71,0.0,0,308,0,0
2021,2011,17,Chiefs,0,1,1,Broncos,50,3,16.0,DST,216,2.0,0,266,0,1
