,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
18,18,18,0,0,Devonta Freeman,Bears,0,0,0,0,0,0,9.0,RB,0,0,2,2,0,12,1,37,1,2017
89,89,89,0,0,Devonta Freeman,Falcons,0,0,0,0,0,0,21.0,RB,0,0,16,2,0,19,2,84,2,2017
178,178,178,0,0,Devonta Freeman,Lions,0,0,0,0,0,0,19.0,RB,0,0,32,3,0,21,1,106,3,2017
273,273,273,0,0,Devonta Freeman,Falcons,0,0,0,0,0,0,13.0,RB,0,0,20,2,0,18,1,58,4,2017
460,460,460,0,0,Devonta Freeman,Falcons,0,0,0,0,0,0,7.0,RB,0,0,11,2,0,9,0,68,6,2017
527,527,527,0,0,Devonta Freeman,Patriots,0,0,0,0,0,0,8.0,RB,0,0,18,3,0,12,0,72,7,2017
622,622,622,0,0,Devonta Freeman,Jets,0,0,0,0,0,0,6.0,RB,0,0,20,1,0,12,0,41,8,2017
689,689,689,0,0,Devonta Freeman,Panthers,0,0,0,0,0,0,5.0,RB,0,0,18,4,0,11,0,46,9,2017
812,812,812,0,0,Devonta Freeman,Falcons,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,3,10,2017
1010,1010,1010,0,0,Devonta Freeman,Falcons,0,0,0,0,0,0,7.0,RB,0,0,7,1,0,12,0,74,13,2017
