,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,0,0.0,2.0,4.0,4.0,Giorgio Tavecchio,Titans,18.0,K,1,2.0,2.0,2017.0
37,37,0.0,2.0,4.0,4.0,Giorgio Tavecchio,Raiders,18.0,K,2,2.0,2.0,2017.0
88,88,18.5,1.0,2.5,2.5,Giorgio Tavecchio,Redskins,13.5,K,3,4.0,4.0,2017.0
122,122,41.666666666666664,0.6666666666666666,2.0,2.0,Giorgio Tavecchio,Broncos,10.333333333333334,K,4,3.0,3.0,2017.0
148,148,61.75,0.5,1.75,1.75,Giorgio Tavecchio,Raiders,8.75,K,5,2.5,2.5,2017.0
183,183,79.0,0.4,1.6,1.6,Giorgio Tavecchio,Raiders,8.0,K,6,2.4,2.4,2017.0
201,201,96.33333333333333,0.3333333333333333,1.5,1.5,Giorgio Tavecchio,Raiders,7.333333333333333,K,7,2.3333333333333335,2.1666666666666665,2017.0
239,239,111.28571428571429,0.2857142857142857,1.7142857142857142,1.4285714285714286,Giorgio Tavecchio,Bills,7.285714285714286,K,8,2.5714285714285716,2.4285714285714284,2017.0
246,246,127.25,0.25,1.5,1.25,Giorgio Tavecchio,Dolphins,6.625,K,9,2.5,2.375,2017.0
352,352,140.44444444444446,0.3333333333333333,1.5555555555555556,1.3333333333333333,Giorgio Tavecchio,Raiders,7.111111111111111,K,12,2.5555555555555554,2.4444444444444446,2017.0
377,377,161.6,0.3,1.5,1.2,Giorgio Tavecchio,Raiders,6.7,K,13,2.6,2.5,2017.0
