,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
18,2016,1,Lions,0,0,0,Colts,368,35,4.0,DST,82,2.0,1,450,0,1
43,2016,2,Lions,0,0,1,Titans,224,16,11.0,DST,139,3.0,1,363,0,0
92,2016,3,Lions,0,0,0,Packers,201,34,2.0,DST,123,2.0,0,324,0,1
102,2016,4,Lions,0,0,0,Bears,294,17,12.0,DST,114,2.0,0,408,1,1
139,2016,5,Lions,0,1,1,Eagles,230,23,8.0,DST,116,3.0,0,346,0,0
178,2016,6,Lions,0,0,1,LA,311,28,3.0,DST,76,1.0,0,387,0,0
199,2016,7,Lions,0,2,0,Redskins,283,17,10.0,DST,130,2.0,0,413,0,0
220,2016,8,Lions,0,0,1,Texans,164,20,9.0,DST,105,3.0,0,269,0,1
251,2016,9,Lions,1,0,0,Min,259,16,8.0,DST,78,2.0,0,337,0,1
295,2016,11,Lions,0,1,2,Jaguars,202,19,22.0,DST,83,0.0,0,285,2,0
333,2016,12,Lions,0,0,1,Min,224,13,9.0,DST,82,0.0,0,306,0,0
358,2016,13,Lions,0,0,3,Saints,319,13,14.0,DST,50,1.0,0,369,0,1
410,2016,14,Lions,0,0,0,Bears,204,17,5.0,DST,92,1.0,0,296,0,0
436,2016,15,Lions,0,0,0,Giants,186,17,6.0,DST,114,2.0,0,300,0,1
477,2016,16,Lions,0,0,0,Cowboys,211,42,1.0,DST,164,1.0,0,375,0,1
509,2016,17,Lions,0,0,0,Packers,295,31,1.0,DST,153,1.0,0,448,0,0
