,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
56,56,56,0,0,DeAndre Washington,Titans,0,0,0,0,0,0,1.0,RB,0,0,18,2,0,3,0,4,1,2017
128,128,128,0,0,DeAndre Washington,Raiders,0,0,0,0,0,0,3.0,RB,0,0,15,3,0,6,0,20,2,2017
221,221,221,0,0,DeAndre Washington,Redskins,0,0,0,0,0,0,2.0,RB,0,0,24,5,0,1,0,0,3,2017
344,344,344,0,0,DeAndre Washington,Broncos,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,4,4,2017
486,486,486,0,0,DeAndre Washington,Raiders,0,0,0,0,0,0,1.0,RB,0,0,10,1,0,3,0,-8,6,2017
522,522,522,0,0,DeAndre Washington,Raiders,0,0,0,0,0,0,9.0,RB,0,0,7,3,0,9,1,33,7,2017
600,600,600,0,1,DeAndre Washington,Bills,0,0,0,0,0,0,13.0,RB,0,1,62,8,0,6,0,26,8,2017
709,709,709,0,0,DeAndre Washington,Dolphins,0,0,0,0,0,0,1.0,RB,0,0,-2,1,0,4,0,16,9,2017
867,867,867,0,0,DeAndre Washington,Raiders,0,0,0,0,0,0,1.0,RB,0,0,12,2,0,3,0,7,11,2017
933,933,933,0,0,DeAndre Washington,Raiders,0,0,0,0,0,0,4.0,RB,0,0,23,3,0,6,0,23,12,2017
1008,1008,1008,0,0,DeAndre Washington,Raiders,0,0,0,0,0,0,7.0,RB,0,0,0,0,0,6,1,16,13,2017
