,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
11,11,1,1,1,Robbie Gould,Bengals,8.0,K,1,3,3,2013,0
49,49,0,1,1,Robbie Gould,Min,7.0,K,2,4,4,2013,0
73,73,0,2,2,Robbie Gould,Steelers,10.0,K,3,5,4,2013,1
108,108,0,3,3,Robbie Gould,Lions,10.0,K,4,1,1,2013,1
153,153,0,1,1,Robbie Gould,Saints,4.0,K,5,1,1,2013,0
163,163,1,2,2,Robbie Gould,Giants,11.0,K,6,3,3,2013,0
197,197,0,3,2,Robbie Gould,Redskins,11.0,K,7,5,5,2013,1
254,254,0,2,2,Robbie Gould,Packers,9.0,K,9,3,3,2013,1
288,288,0,2,2,Robbie Gould,Lions,7.0,K,10,1,1,2013,0
309,309,0,3,3,Robbie Gould,Ravens,11.0,K,11,2,2,2013,0
354,354,0,0,0,Robbie Gould,Rams,3.0,K,12,3,3,2013,1
369,369,0,4,2,Robbie Gould,Min,8.0,K,13,2,2,2013,1
394,394,0,3,3,Robbie Gould,Cowboys,13.0,K,14,4,4,2013,0
441,441,0,1,1,Robbie Gould,Browns,8.0,K,15,5,5,2013,1
477,477,1,1,1,Robbie Gould,Eagles,5.0,K,16,0,0,2013,1
510,510,0,0,0,Robbie Gould,Packers,4.0,K,17,4,4,2013,0
532,13,0,2,2,Robbie Gould,Bills,8.0,K,1,2,2,2014,0
576,57,0,0,0,Robbie Gould,49ers,4.0,K,2,4,4,2014,1
596,77,0,2,2,Robbie Gould,Jets,9.0,K,3,3,3,2014,1
633,114,0,1,1,Robbie Gould,Packers,5.0,K,4,2,2,2014,0
661,142,0,2,1,Robbie Gould,Panthers,6.0,K,5,3,3,2014,1
690,171,0,2,2,Robbie Gould,Falcons,7.0,K,6,2,1,2014,1
730,211,0,0,0,Robbie Gould,Dolphins,2.0,K,7,2,2,2014,0
762,243,0,0,0,Robbie Gould,Patriots,1.0,K,8,1,1,2014,1
812,293,0,0,0,Robbie Gould,Packers,2.0,K,10,2,2,2014,1
840,321,0,1,0,Robbie Gould,Min,3.0,K,11,3,3,2014,0
873,354,0,1,0,Robbie Gould,Buccaneers,3.0,K,12,3,3,2014,0
899,380,0,1,1,Robbie Gould,Lions,5.0,K,13,2,2,2014,1
1056,14,0,2,2,Robbie Gould,Lions,7.0,K,1,1,1,2010,0
1085,43,0,2,2,Robbie Gould,Cowboys,9.0,K,2,3,3,2010,1
1122,80,0,3,2,Robbie Gould,Packers,8.0,K,3,2,2,2010,0
1164,122,0,1,1,Robbie Gould,Giants,3.0,K,4,0,0,2010,1
1175,133,1,3,3,Robbie Gould,Panthers,13.0,K,5,2,2,2010,1
1207,165,0,3,2,Robbie Gould,Seahawks,8.0,K,6,2,2,2010,0
1258,216,0,0,0,Robbie Gould,Redskins,2.0,K,7,2,2,2010,0
1307,265,0,1,0,Robbie Gould,Bills,2.0,K,9,2,2,2010,1
1321,279,0,3,2,Robbie Gould,Min,9.0,K,10,3,3,2010,0
1346,304,1,3,3,Robbie Gould,Dolphins,12.0,K,11,1,1,2010,1
1388,346,0,1,1,Robbie Gould,Eagles,7.0,K,12,4,4,2010,0
1414,372,1,1,1,Robbie Gould,Lions,8.0,K,13,3,3,2010,1
1466,424,0,0,0,Robbie Gould,Patriots,1.0,K,14,1,1,2010,0
1468,426,0,4,4,Robbie Gould,Min,16.0,K,15,4,4,2010,1
1513,471,0,2,1,Robbie Gould,Jets,8.0,K,16,5,5,2010,0
1556,514,0,1,1,Robbie Gould,Packers,3.0,K,17,0,0,2010,1
1566,2,0,3,3,Robbie Gould,Falcons,12.0,K,1,3,3,2011,0
1615,51,0,2,2,Robbie Gould,Saints,7.0,K,2,1,1,2011,1
1653,89,0,1,1,Robbie Gould,Packers,5.0,K,3,2,2,2011,0
1673,109,0,2,2,Robbie Gould,Panthers,10.0,K,4,4,4,2011,0
1708,144,0,2,2,Robbie Gould,Lions,7.0,K,5,1,1,2011,1
1723,159,1,3,3,Robbie Gould,Min,15.0,K,6,4,4,2011,0
1764,200,0,2,1,Robbie Gould,Buccaneers,6.0,K,7,3,3,2011,1
1802,238,1,3,3,Robbie Gould,Eagles,14.0,K,9,3,3,2011,1
1833,269,1,4,3,Robbie Gould,Lions,15.0,K,10,4,4,2011,0
1874,310,0,1,1,Robbie Gould,Chargers,7.0,K,11,4,4,2011,0
1898,334,2,2,2,Robbie Gould,Raiders,12.0,K,12,2,2,2011,1
1954,390,0,2,1,Robbie Gould,Chiefs,3.0,K,13,0,0,2011,0
1977,413,1,1,1,Robbie Gould,Broncos,6.0,K,14,1,1,2011,1
2021,457,0,0,0,Robbie Gould,Seahawks,2.0,K,15,2,2,2011,0
2044,480,0,3,2,Robbie Gould,Packers,7.0,K,16,1,1,2011,1
2082,518,0,1,1,Robbie Gould,Min,5.0,K,17,2,2,2011,1
2095,4,1,3,3,Robbie Gould,Packers,13.0,K,1,2,2,2015,0
2129,38,1,3,3,Robbie Gould,Cardinals,13.0,K,2,2,2,2015,0
2195,104,1,3,3,Robbie Gould,Raiders,12.0,K,4,2,1,2015,0
2238,147,0,2,2,Robbie Gould,Chiefs,6.0,K,5,0,0,2015,1
2251,160,0,4,4,Robbie Gould,Lions,14.0,K,6,2,2,2015,1
2316,225,1,3,2,Robbie Gould,Min,10.0,K,8,2,2,2015,0
2358,267,0,2,0,Robbie Gould,Chargers,2.0,K,9,2,2,2015,1
2362,271,0,3,3,Robbie Gould,Rams,13.0,K,10,4,4,2015,1
2397,306,0,3,3,Robbie Gould,Broncos,9.0,K,11,0,0,2015,0
2441,350,0,1,1,Robbie Gould,Packers,5.0,K,12,2,2,2015,1
2457,366,1,4,2,Robbie Gould,49ers,10.0,K,13,2,2,2015,0
2508,417,0,1,0,Robbie Gould,Redskins,3.0,K,14,3,3,2015,0
2527,436,1,1,1,Robbie Gould,Min,7.0,K,15,2,2,2015,1
2546,455,1,4,4,Robbie Gould,Buccaneers,16.0,K,16,2,2,2015,1
2591,500,0,2,2,Robbie Gould,Lions,8.0,K,17,2,2,2015,0
