,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1034,2014,1,Jaguars,0,2,1,Eagles,275,34,11.0,DST,145,5.0,0,420,0,1
1077,2014,2,Jaguars,0,0,0,Redskins,258,41,3.0,DST,191,3.0,0,449,0,1
1116,2014,3,Jaguars,0,0,0,Colts,385,44,2.0,DST,144,2.0,0,529,0,0
1140,2014,4,Jaguars,0,0,0,Chargers,365,33,2.0,DST,42,2.0,0,407,0,1
1158,2014,5,Jaguars,0,1,0,Steelers,261,17,10.0,DST,111,4.0,0,372,0,0
1191,2014,6,Jaguars,0,0,0,Titans,220,16,7.0,DST,70,3.0,0,290,0,1
1206,2014,7,Jaguars,0,2,1,Browns,197,6,19.0,DST,69,3.0,0,266,0,0
1254,2014,8,Jaguars,0,0,1,Dolphins,178,27,6.0,DST,148,3.0,0,326,0,0
1286,2014,9,Jaguars,0,0,2,Bengals,232,33,6.0,DST,191,2.0,0,423,0,1
1311,2014,10,Jaguars,0,1,0,Cowboys,248,31,5.0,DST,151,1.0,1,399,0,0
1357,2014,12,Jaguars,0,3,0,Colts,214,23,12.0,DST,175,5.0,0,389,0,1
1378,2014,13,Jaguars,0,3,0,Giants,213,24,23.0,DST,116,4.0,0,329,2,0
1435,2014,14,Jaguars,0,0,0,Texans,135,27,2.0,DST,169,1.0,0,304,0,0
1462,2014,15,Jaguars,0,1,0,Ravens,221,20,6.0,DST,93,0.0,0,314,0,1
1483,2014,16,Jaguars,0,0,0,Titans,262,13,11.0,DST,95,4.0,0,357,0,0
1512,2014,17,Jaguars,0,1,1,Texans,235,23,14.0,DST,123,3.0,0,358,1,1
