,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,50,50.0,0.0,1.0,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.0,RB,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,1,2017.0,16,16.0,1.0,0.0,1.0,Chargers,185.0,21.0,6.0,DST,64.0,1.0,0.0,Broncos,249.0,0.0
1,126,50.0,0.0,1.0,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.0,RB,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,2,2017.0,33,16.0,1.0,0.0,1.0,Cowboys,185.0,21.0,6.0,DST,64.0,1.0,0.0,Broncos,249.0,0.0
2,188,88.0,0.0,0.5,Jamaal Charles,Bills,0.0,0.0,0.0,0.0,0.0,0.0,3.5,RB,0.0,0.0,3.0,0.5,0.0,9.5,0.0,43.0,3,2017.0,72,22.5,0.0,0.0,1.0,Broncos,177.0,10.5,12.5,DST,57.5,3.5,0.0,Bills,234.5,0.0
3,305,121.33333333333331,0.0,0.3333333333333333,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,6.0,RB,0.0,0.0,2.333333333333333,0.6666666666666666,0.0,9.333333333333334,0.3333333333333333,47.33333333333334,4,2017.0,102,44.33333333333334,0.3333333333333333,0.0,1.0,Raiders,203.33333333333331,21.33333333333333,9.0,DST,59.66666666666666,2.333333333333333,0.0,Broncos,263.0,0.3333333333333333
4,492,167.25,0.0,0.25,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,5.5,RB,0.0,0.0,5.25,0.75,0.0,8.25,0.25,43.75,6,2017.0,174,58.75,0.25,0.0,1.0,Giants,210.0,18.5,9.75,DST,50.75,2.5,0.0,Broncos,260.75,0.25
5,564,232.2,0.0,0.2,Jamaal Charles,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,4.6,RB,0.0,0.0,4.6,0.8,0.0,7.6,0.2,38.8,7,2017.0,183,95.0,0.0,0.3333333333333333,0.6666666666666666,Broncos,186.0,21.83333333333333,7.0,DST,152.5,3.0,0.0,Chargers,338.5,0.0
6,639,287.5,0.0,0.16666666666666666,Jamaal Charles,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,RB,0.0,0.0,7.166666666666668,1.3333333333333333,0.0,7.0,0.16666666666666666,32.666666666666664,8,2017.0,213,105.85714285714286,0.14285714285714285,0.42857142857142855,0.7142857142857143,Broncos,271.7142857142857,23.0,9.285714285714286,DST,124.57142857142857,2.142857142857143,0.0,Chiefs,396.28571428571433,0.2857142857142857
7,707,337.7142857142857,0.0,0.2857142857142857,Jamaal Charles,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,3.8571428571428568,RB,0.0,0.0,6.857142857142858,1.2857142857142858,0.0,7.142857142857142,0.14285714285714285,33.57142857142857,9,2017.0,253,121.125,0.25,0.625,1.125,Broncos,256.75,19.5,11.125,DST,70.375,2.75,0.0,Eagles,327.125,0.25
8,783,383.875,0.0,0.25,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.625,RB,0.0,0.0,8.875,1.625,0.0,6.75,0.125,29.5,10,2017.0,290,135.875,0.25,0.25,0.625,Patriots,192.375,24.75,8.0,DST,88.375,2.375,0.0,Broncos,280.75,0.25
9,892,428.22222222222223,0.0,0.2222222222222222,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.555555555555556,RB,0.0,0.0,7.888888888888888,1.4444444444444444,0.0,6.888888888888888,0.1111111111111111,30.444444444444446,11,2017.0,306,153.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,Bengals,204.0,26.555555555555557,7.222222222222222,DST,89.55555555555556,2.2222222222222223,0.0,Broncos,293.5555555555556,0.2222222222222222
10,973,474.6,0.0,0.2,Jamaal Charles,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,3.2,RB,0.0,0.0,7.1,1.3,0.0,6.5,0.1,28.1,12,2017.0,332,159.8,0.0,0.6,0.0,Broncos,253.3,24.7,4.4,DST,113.8,1.4,0.0,Raiders,367.1,0.0
11,1023,519.9090909090909,0.0,0.18181818181818185,Jamaal Charles,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,2.9090909090909087,RB,0.0,0.0,7.090909090909091,1.3636363636363635,0.0,6.0,0.09090909090909093,25.818181818181817,13,2017.0,352,196.8181818181818,0.09090909090909093,0.5454545454545454,0.3636363636363637,Broncos,228.54545454545453,26.272727272727273,6.909090909090909,DST,117.72727272727272,1.6363636363636365,0.0,Dolphins,346.27272727272725,0.18181818181818185
