,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
50,50,50.0,0.0,1.0,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.0,RB,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,1,2017.0
126,126,50.0,0.0,1.0,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.0,RB,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,2,2017.0
188,188,88.0,0.0,0.5,Jamaal Charles,Bills,0.0,0.0,0.0,0.0,0.0,0.0,3.5,RB,0.0,0.0,3.0,0.5,0.0,9.5,0.0,43.0,3,2017.0
305,305,121.33333333333333,0.0,0.3333333333333333,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,6.0,RB,0.0,0.0,2.3333333333333335,0.6666666666666666,0.0,9.333333333333334,0.3333333333333333,47.333333333333336,4,2017.0
492,492,167.25,0.0,0.25,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,5.5,RB,0.0,0.0,5.25,0.75,0.0,8.25,0.25,43.75,6,2017.0
564,564,232.2,0.0,0.2,Jamaal Charles,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,4.6,RB,0.0,0.0,4.6,0.8,0.0,7.6,0.2,38.8,7,2017.0
639,639,287.5,0.0,0.16666666666666666,Jamaal Charles,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,RB,0.0,0.0,7.166666666666667,1.3333333333333333,0.0,7.0,0.16666666666666666,32.666666666666664,8,2017.0
707,707,337.7142857142857,0.0,0.2857142857142857,Jamaal Charles,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,3.857142857142857,RB,0.0,0.0,6.857142857142857,1.2857142857142858,0.0,7.142857142857143,0.14285714285714285,33.57142857142857,9,2017.0
783,783,383.875,0.0,0.25,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.625,RB,0.0,0.0,8.875,1.625,0.0,6.75,0.125,29.5,10,2017.0
892,892,428.22222222222223,0.0,0.2222222222222222,Jamaal Charles,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,RB,0.0,0.0,7.888888888888889,1.4444444444444444,0.0,6.888888888888889,0.1111111111111111,30.444444444444443,11,2017.0
973,973,474.6,0.0,0.2,Jamaal Charles,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,3.2,RB,0.0,0.0,7.1,1.3,0.0,6.5,0.1,28.1,12,2017.0
1023,1023,519.9090909090909,0.0,0.18181818181818182,Jamaal Charles,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,2.909090909090909,RB,0.0,0.0,7.090909090909091,1.3636363636363635,0.0,6.0,0.09090909090909091,25.818181818181817,13,2017.0
