,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,31,31,0,1,Christian McCaffrey,49ers,0,0,0,0,0,0,6.0,RB,0,0,38,5,0,13,0,47,1,2017,22,22,0,1,1,Panthers,171,23,5.0,DST,116,0.0,0,49ers,287,0
1,122,122,0,0,Christian McCaffrey,Panthers,0,0,0,0,0,0,4.0,RB,0,0,34,4,0,8,0,10,2,2017,38,38,0,0,0,Bills,107,3,13.0,DST,69,3.0,0,Panthers,176,0
2,186,186,0,0,Christian McCaffrey,Panthers,0,0,0,0,0,0,11.0,RB,0,0,101,9,0,4,0,16,3,2017,90,90,0,0,0,Saints,213,34,1.0,DST,149,1.0,0,Panthers,362,0
3,300,300,0,0,Christian McCaffrey,Patriots,0,0,0,0,0,0,4.0,RB,0,0,33,4,0,6,0,16,4,2017,112,112,0,1,1,Panthers,304,33,6.0,DST,140,2.0,0,Patriots,444,0
4,373,373,0,0,Christian McCaffrey,Lions,0,0,0,0,0,0,9.0,RB,0,1,31,5,0,3,0,7,5,2017,148,148,0,0,0,Panthers,334,27,4.0,DST,28,3.0,0,Lions,362,0
5,450,450,0,0,Christian McCaffrey,Panthers,0,0,0,0,0,0,11.0,RB,0,1,56,10,0,4,0,8,6,2017,178,178,0,1,0,Eagles,209,28,5.0,DST,101,3.0,0,Panthers,310,0
6,545,545,0,0,Christian McCaffrey,Bears,0,0,0,0,0,0,4.0,RB,0,0,36,7,0,7,0,10,7,2017,182,182,0,1,2,Panthers,185,3,33.0,DST,108,5.0,0,Bears,293,2
7,630,630,0,0,Christian McCaffrey,Buccaneers,0,0,0,0,0,0,4.0,RB,0,0,49,5,0,4,0,3,8,2017,229,229,0,0,1,Panthers,154,17,6.0,DST,100,0.0,0,Buccaneers,254,0
8,668,668,0,0,Christian McCaffrey,Panthers,0,0,0,0,0,0,14.0,RB,0,0,28,5,0,15,1,66,9,2017,250,250,0,0,1,Falcons,302,17,8.0,DST,53,2.0,0,Panthers,355,0
9,739,739,0,0,Christian McCaffrey,Panthers,0,0,0,0,0,0,16.0,RB,0,1,27,3,0,5,1,23,10,2017,286,286,0,0,1,Dolphins,213,21,3.0,DST,100,0.0,0,Panthers,313,0
10,916,916,0,0,Christian McCaffrey,Jets,0,0,0,0,0,0,9.0,RB,0,0,35,2,0,7,0,62,12,2017,346,346,0,0,0,Panthers,154,35,3.0,DST,145,3.0,0,Jets,299,0
11,995,995,0,0,Christian McCaffrey,Saints,0,0,0,0,0,0,10.0,RB,0,1,33,5,0,6,0,16,13,2017,372,372,0,1,0,Panthers,167,21,5.0,DST,112,2.0,0,Saints,279,0
