,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
6,2016,1,Texans,0,0,1,Bears,185,14,11.0,DST,73,5.0,0,258,0,0
34,2016,2,Texans,0,3,0,Chiefs,172,12,17.0,DST,119,4.0,0,291,0,0
93,2016,3,Texans,0,0,0,Patriots,97,27,2.0,DST,185,1.0,0,282,0,1
101,2016,4,Texans,0,0,1,Titans,196,20,13.0,DST,124,1.0,0,320,1,0
151,2016,5,Texans,0,0,0,Min,255,31,2.0,DST,96,2.0,0,351,0,1
170,2016,6,Texans,0,0,1,Colts,231,23,6.0,DST,161,3.0,0,392,0,0
211,2016,7,Texans,0,0,0,Broncos,157,27,1.0,DST,190,0.0,0,347,0,1
221,2016,8,Texans,0,0,0,Lions,231,13,8.0,DST,58,1.0,0,289,0,0
271,2016,10,Texans,0,1,1,Jaguars,247,21,13.0,DST,80,2.0,0,327,1,1
315,2016,11,Texans,0,0,1,Raiders,295,27,3.0,DST,30,0.0,0,325,0,1
344,2016,12,Texans,0,0,1,Chargers,235,21,4.0,DST,67,1.0,0,302,0,0
374,2016,13,Texans,0,1,0,Packers,200,21,4.0,DST,109,1.0,0,309,0,1
395,2016,14,Texans,0,1,2,Colts,265,17,11.0,DST,83,1.0,0,348,0,1
430,2016,15,Texans,0,0,1,Jaguars,83,20,10.0,DST,67,2.0,1,150,0,0
455,2016,16,Texans,0,0,1,Bengals,244,10,12.0,DST,50,3.0,0,294,0,0
498,2016,17,Texans,0,0,1,Titans,133,24,7.0,DST,103,4.0,0,236,0,1
527,2013,1,Texans,0,0,1,Chargers,183,28,10.0,DST,80,2.0,0,263,1,1
567,2013,2,Texans,0,0,0,Titans,129,24,7.0,DST,119,4.0,1,248,0,0
606,2013,3,Texans,0,0,0,Ravens,161,30,2.0,DST,75,2.0,0,236,0,1
622,2013,4,Texans,0,1,1,Seahawks,91,23,10.0,DST,179,5.0,0,270,0,0
664,2013,5,Texans,0,0,0,49ers,107,34,1.0,DST,177,1.0,0,284,0,1
695,2013,6,Texans,0,0,0,Rams,117,38,0.0,DST,99,0.0,0,216,0,0
710,2013,7,Texans,0,1,1,Chiefs,231,17,10.0,DST,126,2.0,0,357,0,1
763,2013,9,Texans,1,0,0,Colts,245,27,7.0,DST,69,4.0,0,314,0,0
793,2013,10,Texans,0,2,1,Cardinals,235,27,8.0,DST,97,1.0,0,332,0,1
821,2013,11,Texans,0,0,0,Raiders,176,28,8.0,DST,165,2.0,0,341,1,0
845,2013,12,Texans,1,0,0,Jaguars,215,13,13.0,DST,118,4.0,0,333,0,0
891,2013,13,Texans,0,0,1,Patriots,365,34,3.0,DST,88,1.0,0,453,0,0
921,2013,14,Texans,0,0,0,Jaguars,132,27,2.0,DST,149,1.0,0,281,0,1
952,2013,15,Texans,0,0,1,Colts,179,25,4.0,DST,152,1.0,0,331,0,1
991,2013,16,Texans,0,0,0,Broncos,397,37,1.0,DST,114,1.0,0,511,0,0
1012,2013,17,Texans,0,0,1,Titans,160,16,7.0,DST,151,1.0,0,311,0,1
1024,2014,1,Texans,2,2,0,Redskins,241,6,27.0,DST,131,3.0,0,372,1,0
1066,2014,2,Texans,0,2,2,Raiders,263,14,12.0,DST,101,0.0,0,364,0,1
1114,2014,3,Texans,0,1,0,Giants,226,30,3.0,DST,193,1.0,0,419,0,1
1124,2014,4,Texans,0,0,2,Bills,220,17,16.0,DST,96,2.0,0,316,1,0
1157,2014,5,Texans,0,2,1,Cowboys,316,20,11.0,DST,140,1.0,0,456,0,1
1183,2014,6,Texans,0,1,1,Colts,363,33,13.0,DST,93,3.0,0,456,1,0
1228,2014,7,Texans,0,1,0,Steelers,252,30,5.0,DST,76,3.0,0,328,0,1
1248,2014,8,Texans,0,1,1,Titans,290,16,10.0,DST,36,2.0,0,326,0,1
1268,2014,9,Texans,0,1,3,Eagles,293,31,18.0,DST,190,4.0,0,483,1,0
1322,2014,11,Texans,0,1,1,Browns,310,7,14.0,DST,65,3.0,0,375,0,1
1360,2014,12,Texans,0,0,1,Bengals,233,22,9.0,DST,139,0.0,0,372,1,0
1384,2014,13,Texans,0,1,3,Titans,237,21,12.0,DST,83,3.0,0,320,0,0
1418,2014,14,Texans,0,0,1,Jaguars,188,13,13.0,DST,74,4.0,0,262,0,1
1447,2014,15,Texans,0,1,1,Colts,168,17,16.0,DST,110,2.0,0,278,1,1
1478,2014,16,Texans,0,0,3,Ravens,178,13,15.0,DST,33,2.0,0,211,0,0
1517,2014,17,Texans,0,0,0,Jaguars,112,17,11.0,DST,121,5.0,1,233,0,0
1539,2011,1,Texans,0,2,0,Colts,172,7,20.0,DST,64,3.0,0,236,1,0
1572,2011,2,Texans,1,1,1,Dolphins,153,13,15.0,DST,153,2.0,0,306,0,1
1622,2011,3,Texans,0,0,2,Saints,354,40,6.0,DST,100,2.0,0,454,0,1
1638,2011,4,Texans,1,0,1,Steelers,178,10,16.0,DST,118,5.0,0,296,0,0
1676,2011,5,Texans,0,0,1,Raiders,184,25,6.0,DST,94,3.0,0,278,0,0
1697,2011,6,Texans,0,1,1,Ravens,289,29,12.0,DST,113,2.0,0,402,1,1
1719,2011,7,Texans,0,0,2,Titans,95,7,19.0,DST,53,2.0,0,148,1,1
1755,2011,8,Texans,0,0,2,Jaguars,90,14,9.0,DST,84,1.0,0,174,0,0
1772,2011,9,Texans,0,1,1,Browns,128,12,15.0,DST,44,4.0,0,172,0,0
1801,2011,10,Texans,0,1,3,Buccaneers,141,9,19.0,DST,90,4.0,0,231,0,1
1860,2011,12,Texans,0,0,1,Jaguars,150,13,16.0,DST,105,7.0,0,255,0,1
1899,2011,13,Texans,0,0,2,Falcons,267,10,11.0,DST,70,0.0,0,337,0,0
1938,2011,14,Texans,0,2,0,Bengals,184,19,9.0,DST,101,1.0,0,285,0,1
1982,2011,15,Texans,0,0,0,Panthers,150,28,2.0,DST,166,2.0,0,316,0,0
1997,2011,16,Texans,0,1,0,Colts,225,19,9.0,DST,95,3.0,0,320,0,1
2040,2011,17,Texans,0,1,0,Titans,275,23,6.0,DST,86,3.0,0,361,0,0
2053,2012,1,Texans,0,1,3,Dolphins,199,10,17.0,DST,76,2.0,0,275,0,0
2087,2012,2,Texans,0,1,0,Jaguars,52,7,12.0,DST,65,3.0,0,117,0,1
2129,2012,3,Texans,0,1,0,Broncos,316,25,6.0,DST,59,3.0,0,375,0,1
2146,2012,4,Texans,0,1,2,Titans,167,14,26.0,DST,158,4.0,0,325,2,0
2185,2012,5,Texans,0,0,2,Jets,217,17,11.0,DST,69,3.0,0,286,0,1
2215,2012,6,Texans,1,0,0,Packers,328,42,10.0,DST,99,2.0,0,427,1,0
2230,2012,7,Texans,0,0,2,Ravens,121,13,23.0,DST,55,4.0,1,176,1,0
2289,2012,9,Texans,0,1,0,Bills,230,9,13.0,DST,74,4.0,0,304,0,0
2319,2012,10,Texans,0,2,2,Bears,134,6,18.0,DST,115,0.0,0,249,0,1
2362,2012,11,Texans,0,1,0,Jaguars,372,37,4.0,DST,86,2.0,0,458,0,0
2391,2012,12,Texans,0,1,0,Lions,419,31,5.0,DST,106,3.0,0,525,0,1
2400,2012,13,Texans,0,3,3,Titans,265,10,25.0,DST,89,6.0,0,354,0,1
2459,2012,14,Texans,0,0,1,Patriots,289,42,3.0,DST,130,1.0,0,419,0,1
