,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
15,15,0,1,1,Josh Brown,Cowboys,7.0,K,1,4,4,2013,1
41,41,0,3,3,Josh Brown,Broncos,11.0,K,2,2,2,2013,0
98,98,0,1,0,Josh Brown,Panthers,0.0,K,3,0,0,2013,1
128,128,0,1,0,Josh Brown,Chiefs,1.0,K,4,1,1,2013,1
156,156,0,0,0,Josh Brown,Eagles,3.0,K,5,3,3,2013,0
184,184,0,0,0,Josh Brown,Bears,3.0,K,6,3,3,2013,1
199,199,0,3,3,Josh Brown,Min,11.0,K,7,2,2,2013,0
220,220,0,5,5,Josh Brown,Eagles,15.0,K,8,0,0,2013,1
293,293,0,1,1,Josh Brown,Raiders,6.0,K,10,3,3,2013,0
314,314,0,2,2,Josh Brown,Packers,9.0,K,11,3,3,2013,0
347,347,0,2,2,Josh Brown,Cowboys,7.0,K,12,1,1,2013,0
378,378,0,1,1,Josh Brown,Redskins,6.0,K,13,3,3,2013,1
419,419,0,0,0,Josh Brown,Chargers,2.0,K,14,2,2,2013,1
458,458,1,3,3,Josh Brown,Lions,13.0,K,16,2,2,2013,1
503,503,0,3,2,Josh Brown,Redskins,8.0,K,17,2,2,2013,0
549,30,0,0,0,Josh Brown,Lions,2.0,K,1,2,2,2014,1
580,61,0,0,0,Josh Brown,Cardinals,2.0,K,2,2,2,2014,0
588,69,0,3,3,Josh Brown,Texans,12.0,K,3,3,3,2014,0
626,107,0,1,1,Josh Brown,Redskins,9.0,K,4,6,6,2014,1
645,126,1,3,3,Josh Brown,Falcons,14.0,K,5,3,3,2014,0
729,210,0,0,0,Josh Brown,Cowboys,3.0,K,7,3,3,2014,1
775,256,0,1,1,Josh Brown,Colts,6.0,K,9,3,3,2014,0
807,288,0,1,1,Josh Brown,Seahawks,5.0,K,10,2,2,2014,1
839,320,0,1,1,Josh Brown,49ers,4.0,K,11,1,1,2014,0
871,352,0,0,0,Josh Brown,Cowboys,4.0,K,12,4,4,2014,0
897,378,0,2,1,Josh Brown,Jaguars,6.0,K,13,3,3,2014,1
908,389,1,5,5,Josh Brown,Titans,20.0,K,14,3,3,2014,1
965,446,0,1,1,Josh Brown,Redskins,6.0,K,15,3,3,2014,0
975,456,1,4,3,Josh Brown,Rams,15.0,K,16,4,4,2014,1
1009,490,1,4,4,Josh Brown,Eagles,16.0,K,17,2,2,2014,0
1059,17,0,3,2,Josh Brown,Cardinals,7.0,K,1,1,1,2010,0
1105,63,0,1,0,Josh Brown,Raiders,2.0,K,2,2,2,2010,1
1113,71,0,4,3,Josh Brown,Redskins,12.0,K,3,3,3,2010,0
1153,111,0,2,2,Josh Brown,Seahawks,8.0,K,4,2,2,2010,0
1193,151,0,2,2,Josh Brown,Lions,6.0,K,5,0,0,2010,1
1211,169,0,2,2,Josh Brown,Chargers,8.0,K,6,2,2,2010,0
1254,212,0,1,1,Josh Brown,Buccaneers,5.0,K,7,2,2,2010,1
1265,223,0,3,2,Josh Brown,Panthers,8.0,K,8,2,2,2010,0
1326,284,0,2,2,Josh Brown,49ers,8.0,K,10,2,2,2010,1
1358,316,1,1,1,Josh Brown,Falcons,7.0,K,11,2,2,2010,0
1377,335,0,4,3,Josh Brown,Broncos,12.0,K,12,4,3,2010,1
